title,fork,stars,watch,recent_time,writer,url
compiler-explorer,"1,594","15,115",247,"Apr 17, 2024, 4:26 AM GMT+9",compiler-explorer,https://github.com/compiler-explorer/compiler-explorer
pwntools,"1,657","11,446",291,"Mar 30, 2024, 1:52 AM GMT+9",Gallopsled,https://github.com/Gallopsled/pwntools
gdb-dashboard,756,"10,536",220,"Jan 31, 2024, 4:12 PM GMT+9",cyrus-and,https://github.com/cyrus-and/gdb-dashboard
Reverse-Engineering,943,"9,969",284,"Apr 13, 2024, 11:22 PM GMT+9",mytechnotalent,https://github.com/mytechnotalent/Reverse-Engineering
lowlevelprogramming-university,689,"9,543",289,"Apr 16, 2024, 9:17 PM GMT+9",gurugio,https://github.com/gurugio/lowlevelprogramming-university
SASM,188,"5,764","3,045","Mar 3, 2023, 7:13 PM GMT+9",Dman95,https://github.com/Dman95/SASM
x86-bare-metal-examples,390,"4,615",119,"May 14, 2021, 10:00 AM GMT+9",cirosantilli,https://github.com/cirosantilli/x86-bare-metal-examples
asm-dude,94,"4,102",731,"Mar 13, 2024, 8:55 AM GMT+9",HJLebbink,https://github.com/HJLebbink/asm-dude
cpplinks,444,"3,970",253,"Apr 18, 2024, 12:07 PM GMT+9",MattPD,https://github.com/MattPD/cpplinks
HelloSilicon,228,"3,200",45,"Apr 10, 2024, 5:24 AM GMT+9",below,https://github.com/below/HelloSilicon
avo,92,"2,590",32,"Apr 2, 2024, 2:29 PM GMT+9",mmcloughlin,https://github.com/mmcloughlin/avo
spring-boot-quick,894,"2,410",123,"Oct 18, 2023, 12:26 AM GMT+9",vector4wang,https://github.com/vector4wang/spring-boot-quick
Computer-Science-Resources,294,"2,336",84,"Oct 14, 2023, 10:09 AM GMT+9",the-akira,https://github.com/the-akira/Computer-Science-Resources
tilck,97,"2,240",41,"Apr 4, 2024, 1:59 PM GMT+9",vvaltchev,https://github.com/vvaltchev/tilck
PeachPy,157,"1,946",78,"Nov 14, 2022, 2:08 AM GMT+9",Maratyszcza,https://github.com/Maratyszcza/PeachPy
arl,172,"1,877",73,"Aug 25, 2022, 5:05 AM GMT+9",kaxap,https://github.com/kaxap/arl
BareMetal-OS-legacy,305,"1,737",214,"Jun 24, 2017, 3:50 AM GMT+9",ReturnInfinity,https://github.com/ReturnInfinity/BareMetal-OS-legacy
redox-keyboard,161,"1,701",40,"Jan 8, 2024, 5:39 AM GMT+9",mattdibi,https://github.com/mattdibi/redox-keyboard
awesome-lockfree,158,"1,677",79,"Feb 9, 2020, 6:27 AM GMT+9",rigtorp,https://github.com/rigtorp/awesome-lockfree
SGDK,175,"1,640",140,"Apr 11, 2024, 7:44 AM GMT+9",Stephane-D,https://github.com/Stephane-D/SGDK
